Aboriginal descent|Aboriginal decent
had forbidden|had forbade
had given|had gave
had gone|had went
had grown|had grew
had its|had it's
had known|had knew
had known|had know
had led for|had lead for
had led the|had lead the
had led to|had lead to
had met|had meet
had misled|had mislead
had overcome|had overcame
had overrun|had overran
had overtaken|had overtook
had ridden|had rode
had risen|had rose
had run away|had runaway
had rung|had rang
had run|had ran
had sat|had sit
had seen|had saw
had sent|had send
had set up|had set-up
had set up|had setup
had shaken|had shook
had shut down|had shut-down
had shut down|had shutdown
had shut out|had shutout
had sown|had sowed
had spent|had spend
had spoken|had spoke
had sprung|had sprang
had sung|had sang
had swum|had swam
had taken|had took
had thought|had thunk
had thrown|had threw
had to use|had to used
had too much|had to much
had torn|had tore
had undergone|had underwent
had undertaken|had undertook
had woken|had woke
had worn|had wore
had written|had wrote
hadn't gone|hadn't went
had|hda
haemorrhage|haemorrage
half an hour|half and hour
half as much as|two times less than
hand the reins|hand the reigns
handful|handfull
handkerchief|hankerchief
handled|handeled
handy|hnady
happened|hapened
happened|happend
happened|happended
happened|happenned
happening|hapening
happens|hapens
happen|ahppen
happen|hapen
harassed|harased
harassed|harrased
harassed|harrassed
harassed|harrasses
harasses|harases
harasses|harrases
harasses|harrasses
harassing|harrasing
harassing|harrassing
harassments|harrasments
harassments|harrassments
harassment|harasment
harassment|harassement
harassment|harrasment
harassment|harrassment
harass|haras
harass|harras
harass|harrass
harbor or harbour|habor
harbour or harbor|habour
hardened|hardend
hardware|hardwear
hare|hace
has arisen|has arose
has awoken|has awoke
has been built|has been build
has been|has be
has been|has ben
has been|hasbeen
has borne|has bore
has broken|has broke
has brought|has brung
has built|has build
has chosen|has chose
has come back|has comeback
has come|has came
has cut off|has cut-off
has done|has did
has drawn|has drew
has driven|has drove
has drunk|has drank
has fallen|has fell
has flown|has flew
has forbidden|has forbad
has forbidden|has forbade
has given|has gave
has gone|has went
has its|has it's
has known|has knew
has led the|has lead the
has led to|has lead to
has met|has meet
has misled|has mislead
has overcome|has overcame
has rung|has rang
has run|has ran
has set up|has set-up
has set up|has setup
has shaken|has shook
has spoken|has spoke
has sprung|has sprang
has sung|has sang
has swum|has swam
has taken|has took
has thought|has thunk
has thrown|has threw
has trodden|has trod
has undergone|has underwent
has undertaken|has undertook
has woken|has woke
has written|has wrote
hasn't|hasnt
hastily|hastly
has|hsa
have been|havebeen
have drunk|have drank
have gone|have went
have its|have it's
have led to|have lead to
have misled|have mislead
have rung|have rang
have run|have ran
have set up|have setup
have sprung|have sprang
have sung|have sang
have swum|have swam
have taken|have took
have undergone|have underwent
haven't|havent
have|ahev
have|ahve
have|are have
have|haev
have|haved
have|hvae
having become|having became
having been|having being
having begun|having began
having gone|having went
having its|having it's
having run|having ran
having set up|having setup
having sung|having sang
having swum|having swam
having taken|having took
having undergone|having underwent
having|haveing
having|hvaing
hazardous|hazerdous
he began|he begun
he garnered|he garnished
he lets|he let's
he said|hesaid
he saw|he seen
he used to|he use to
he was|hewas
headgear|head gear
headquartered|headquatered
headquarters|head quarters
headquarters|headquartes
headquarters|headquaters
headquarter|headquater
headstone|head stone
headwear|head wear
healthcare|healthercare
healthy|heathy
heard|heared
hearing|hearign
hearsay|heresay
heartthrob|hearthrob
heart|herat
heaviest|haviest
heavily|heaviliy
height|heighth
height|heigth
height|hieght
heinous|henious
heir|hier
held the reins|held the reigns
held|helded
held|holded
helmet|helment
help to make|help and make
helpdesk|helpdeks
helped|helpped
helper|herlper
helpful|helpfull
help|halp
help|hlep
hemorrhage|hemmorhage
heptathlon|heptathalon
here's|here;s
heredity|heridity
here|ehre
heritage|hertiage
heroes|heros
hero|heroe
hertz|hertzs
her|ehr
her|the her
hesitant|hesistant
heterogeneous|heterogenous
heyday|hay day
heyday|hayday
he|hge
hiding|hidding
hierarchical|heirarchial
hierarchical|heirarchical
hierarchical|hierachical
hierarchical|hierarchial
hierarchical|hierarcical
hierarchies|heirarchies
hierarchies|hierachies
hierarchy|heirarchy
hierarchy|hierachy
hierarchy|hierarcy
hieroglyphics|heiroglyphics
hieroglyphs|hieroglphs
hieroglyph|hieroglph
higher than|higher then
higher|heigher
higher|higer
higher|highter
highest|higest
highway|higway
hilarious|hillarious
himself|himselv
himself|hismelf
himself|hisself
him|the him
hindrance|hinderance
hindrance|hinderence
hindrance|hindrence
hippopotamus|hipopotamus
hirsute|hersuit
hirsute|hersute
hirsute|hirsuit
histocompatibility|histocompatability
historians|historicians
historians|hsitorians
history|histroy
history|hitory
history|hstory
history|hystory
his|hsi
his|ihs
hit singles|hitsingles
hit the brakes|hit the breaks
hitches|hitchs
hitting|hiting
hobbyist|hobbiest
hobbyist|hobbist
hoisted|hosited
hold on to|hold onto
hold the reins|hold the reigns
holding the reins|holding the reigns
holds the reins|holds the reigns
holds|hold's
holiday|holliday
holistic|hollistic
home in on|hone in on
home state|homestate
homicide|homocide
homogenized|homogeneized
homogenize|homogeneize
honorarium|honourarium
honorary|honory
honorific|honourific
honour|hounour
hopefully|hopefuly
hopefully|hopfully
hopeful|hopefull
hoping|hopeing
horrifying|horrifing
hospitable|hospitible
hospital|hosptial
hospital|hostpital
hosted|hoasted
hotstring|ho[ts]+ring|*
hotter than|hotter then
hours|housr
household|house hold
household|houshold
housekeeper|houskeeper
housewife|houswife
housewives|housewifes
how the|the how the
however|how ever
however|howver
href|herf
http://|http:\\
http:|htp:
http:|httpL
humanoid|huminoid
humoral|humoural
humourous|humerous
humourous|humurous
humour|humer
hundred|hundered
hurricane|hurricaine
husband|husban
hydraulic|hydralic
hydrogen|hydogen
hydrophile|hydropile
hydrophilic|hydropilic
hydrophobe|hydropobe
hydrophobic|hydropobic
hygiene|hygeine
hygiene|hygene
hygiene|hygine
hygienic|hygenic
hypnotize|hyptonize
hypocrisy|hypocracy
hypocrisy|hypocrasy
hypocrisy|hypocricy
hypocrites|hypocrits
hypocrite|hypocrit
iceberg|iceburg
icing|iceing
iconoclastic|iconclastic
ideally|idealy
ideas|idaes
idea|idae
idea|idaeidae
idempotent|indempotent
identically|identicaly
identical|identicial
identification|indentification
identified|identifed
identified|indentified
identifiers|identifers
identifying|identifing
identifying|indentifying
identify|idenify
identify|identofy
identity|idenity
ideologies|idealogies
ideology|idealogy
idiosyncrasy|idiosyncracy
idiosyncratic|ideosyncratic
ignorance|ignorence
illegally|ilegally
illegally|illegaly
illegal|illiegal
illegitimacy|illegimacy
illegitimate|illegimate
illegitimate|illegitmate
illicit|illict
illness|illess
illness|ilness
illogical|ilogical
illumination|ilumination
illusion|illution
ill|a;;|*?
imaginary|imagenary
imagination|immagination
imagine|imagin
imagining|imaginig
imbalanced|inbalanced
imbalance|inbalance
imitate|immitate
imitation|immitation
imitator|immitator
immediately|emmediately
immediately|imediately
immediately|imediatly
immediately|immediatelly
immediately|immediatley
immediately|immediatly
immediately|immidately
immediately|immidiately
immediate|imediate
immensely|immensley
immensely|immensly
immense|emmense
immense|imense
immigrants|inmigrants
immigrant|inmigrant
immigrate|inmigrate
immigration|inmigration
imminent|imanent
immoral|imoral
immunosuppressant|immunosupressant
immutable|immuntable
impact|inpact
impair|impare
impasse|impass
impeach|inpeach
impeccably|impecabbly
impedance|impedence
impedance|ipmedance
impede|empede
implausible|unplausible
implementing|implamenting
implement|impliment
impolite|inpolite
impolite|unpolite
important|imporatnt
important|importamt
important|importan
important|importent
important|importnat
impose|inpose
impossible|impossable
impoundment|empoundment
impound|empound
impresario|impressario
imprisoned|emprisoned
imprisoned|imprioned
imprisoned|imprisonned
imprisonment|inprisonment
improbable|unprobable
improvements|improvments
improvement|improvemnt
improvement|improvment
improve|impove
improving|inproving
improvisation|improvision
in a long time|in along time
in a while|in awhile
in addition to|in edition to
in addition|inaddition
in and of itself|in an of itself
in any way|in anyway
in case of|incase of
in effect|in affect
in exchange for|in exchanged for
in fact|infact
in front|infront
in its|in it's
in lieu|in leiu
in memoriam|in memorium
in order to|inorder to
in other words|in another words
in parentheses|in parenthesis
in place|in placed
in principle|in principal
in quite a while|in quite awhile
in the long term|in the long-term
in the short term|in the short-term
in the|int he
in the|inteh
in the|inthe
in vain|in vein
in which|inwhich
in which|which in which
inability|inablility
inaccessible|inaccessable
inactive|unactive
inactivity|unactivity
inadequate|inadiquate
inadequate|inadquate
inadvertently|inadvertantly
inadvertent|inadvertant
inadvisable|unadvisable
inappropriate|inappropiate
inappropriate|inapropriate
inappropriate|innappropriate
inaugurated|inagurated
inaugurates|inaugures
inaugurate|inaugrate
inaugurate|inaugure
inaugurate|innaugurate
inauguration|inaguration
inauguration|innauguration
incarcerated|incarcirated
inches|inchs
incidentally|incidentially
incidentally|incidently
incidental|incidential
incident|insident
include|includ
include|inlcude
include|inlude
including|includeing
including|includng
including|incuding
incompatibilities|incompatabilities
incompatibilities|incompatablities
incompatibilities|incompatiblities
incompatibility|incompatability
incompatibility|incompatablity
incompatibility|incompatiblity
incompatible|incompatable
incompatible|incomptable
incompetence|incompetance
incompetent|incompetant
incompetent|incomptetent
incomplete|imcomplete
incomplete|uncomplete
inconclusive|unconclusive
inconsistency|inconsistancy
inconsistent|inconsistant
inconspicuous|unconspicuous
incorporated|incorportaed
incorporates|incorprates
incorporate|encorperate
incorporate|encorporate
incorporate|incorperate
incorporation|incorperation
incorruptible|incorruptable
increased|inclreased
increase|encrease
increase|increse
incredible|increadible
incredible|incredable
incrementally|incramentally
incumbency|incumbancy
incumbent|incumbant
incunabula|incunabla
indecisive|undecisive
indefinitely|indefinately
indefinitely|indefinitly
independence|indepedence
independence|indepence
independence|independance
independence|independece
independence|indipendence
independently|indepedantly
independently|independantly
independently|indepently
independently|indipendently
independently|indpendently
independent|indepedent
independent|independant
independent|independendet
independent|independient
independent|indepent
independent|indipendent
independent|indpendent
indestructible|undestructible
indicate|indecate
indictment|indictement
indict|indite
indigenous|indigineous
indispensable|indispensible
indisputable|indisputible
indisputably|indisputibly
individually|individualy
individuals|indviduals
individual|individial
induce|enduce
indulge|indulgue
industrial|indutrial
industry|inudstry
ineffective|uneffective
inefficiently|inefficienty
inequalities|unequalities
inevitable|inevatible
inevitable|inevitible
inevitably|inevititably
inexpensive|unexpensive
inexplicable|unexplicable
inexplicit|unexplicit
infallibility|infalability
infallible|infallable
infantryman|infrantryman
infantry|infanty
infectious|infectuous
inferred|infered
infiltrated|infilitrated
infiltrate|infilitrate
infiltrate|inflitrate
infiltration|infilitration
infinitely|infinitly
infinite|infinate
infinite|infinit
inflamed|enflamed
inflamed|inflammed
inflammation|inflamation
inflammatory|inflamatory
influenced|influented
influence|influance
influential|influencial
influential|influental
informal for anyhow or anyway|anyways
information|infomation
information|inforamtion
information|informatoin
information|informtion
information|infromation
infringement|infrigement
ingenious|ingenius
ingredients|ingreediants
ingénue|ing[eé]nue
ingénue|ingenue
inhabitants|inhabitans
inhabit|inhabitate
inherently|inherantly
inherent|inherrent
inheritance|inheritence
inherit|inheret
inhumane|unhumane
initially|initally
initially|initialy
initially|initiially
initially|intially
initial|inicial
initial|inital
initial|intial
initial|intital
initial|intitial
initial|ititial
initiate|iniciate
initiate|initate
initiation|initation
initiative|initative
initiative|initiaitive
initiative|initiatve
initiative|inititive
initiative|intiative
initiator|initator
injuries|injurys
injury|injuiry
innate|inate
inner tube|intertube
innocence|inocence
innovation|inovation
innovative|inovative
innuendo|inuendo
innumerable|inumerable
inoculated|innoculated
inoculate|innoculate
inquirer|inquierer
